Название,Цена,Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м.),Сотки,Дата,Просмотрено
Часть дома · 4 комнаты · 70 м² · 4 сот.,37000000,Алматы,,,4,70.0,4,23 нояб.,2205
Отдельный дом · 9 комнат · 410 м² · 7.1 сот.,277000000,Алматы,,2018.0,9,410.0,7.1,23 нояб.,431
Часть дома · 3 комнаты · 73.5 м² · 3.3 сот.,28000000,Алматы,,1959.0,3,73.5,3.3,23 нояб.,2244
Отдельный дом · 8 комнат · 600 м² · 8 сот.,180000000,Алматы,,2015.0,8,600.0,8,23 нояб.,1
Отдельный дом · 5 комнат · 281 м² · 10 сот.,200000000,Алматы,,2019.0,5,281.0,10,23 нояб.,5
Отдельный дом · 4 комнаты · 192.3 м² · 6.6 сот.,220000000,Алматы,,2023.0,4,192.3,6.6,23 нояб.,346
Отдельный дом · 5 комнат · 135.2 м² · 2.5 сот.,65000000,Алматы,,2008.0,5,135.2,2.5,23 нояб.,168
Часть дома · 2 комнаты · 80 м² · 4.37 сот.,58000000,Алматы,,,2,80.0,4.37,23 нояб.,314
Часть дома · 4 комнаты · 60 м² · 3 сот.,26000000,Алматы,,1994.0,4,60.0,3,23 нояб.,1552
Отдельный дом · 5 комнат · 230 м² · 4 сот.,99000000,Алматы,,2017.0,5,230.0,4,23 нояб.,444
Отдельный дом · 4 комнаты · 104 м² · 4.5 сот.,48500000,Алматы,,2022.0,4,104.0,4.5,23 нояб.,231
Отдельный дом · 4 комнаты · 75 м² · 6.2 сот.,55000000,Алматы,,1956.0,4,75.0,6.2,23 нояб.,80
Отдельный дом · 3 комнаты · 82 м² · 5.5 сот.,43000000,Алматы,,1972.0,3,82.0,5.5,23 нояб.,27
Отдельный дом · 4 комнаты · 124 м² · 4.4 сот.,120000000,Алматы,,2004.0,4,124.0,4.4,23 нояб.,4033
Отдельный дом · 3 комнаты · 37.9 м² · 6.4 сот.,33000000,Алматы,,1947.0,3,37.9,6.4,23 нояб.,199
Отдельный дом · 2 комнаты · 50 м² · 16 сот.,60000000,Алматы,,,2,50.0,16,23 нояб.,7506
Часть дома · 3 комнаты · 45 м² · 6 сот.,28000000,Алматы,,1988.0,3,45.0,6,23 нояб.,151
Отдельный дом · 9 комнат · 248.2 м² · 5 сот.,100000000,Алматы,,2015.0,9,248.2,5,23 нояб.,959
Часть дома · 4 комнаты · 60.8 м² · 4 сот.,31000000,Алматы,,,4,60.8,4,23 нояб.,740
Отдельный дом · 4 комнаты · 118 м² · 6 сот.,40000000,Алматы,,2016.0,4,118.0,6,23 нояб.,486
Отдельный дом · 5 комнат · 457.4 м² · 9 сот.,230000000,Алматы,,2014.0,5,457.4,9,23 нояб.,624
Отдельный дом · 7 комнат · 920 м² · 9 сот.,200000000,Алматы,,2012.0,7,920.0,9,23 нояб.,379
Отдельный дом · 4 комнаты · 88 м² · 4 сот.,50000000,Алматы,,2001.0,4,88.0,4,23 нояб.,2226
Отдельный дом · 5 комнат · 80 м² · 4 сот.,55500000,Алматы,,2020.0,5,80.0,4,23 нояб.,4421
Отдельный дом · 5 комнат · 230 м² · 7 сот.,120000000,Алматы,,2007.0,5,230.0,7,23 нояб.,8781
Отдельный дом · 7 комнат · 625 м² · 36 сот.,310000000,Алматы,,,7,625.0,36,23 нояб.,640
Отдельный дом · 5 комнат · 300 м² · 8.2 сот.,170000000,Алматы,,,5,300.0,8.2,23 нояб.,612
Отдельный дом · 4 комнаты · 70 м² · 4.9 сот.,69500000,Алматы,,1980.0,4,70.0,4.9,23 нояб.,957
Отдельный дом · 6 комнат · 270 м² · 15 сот.,49000000,Алматы,,2015.0,6,270.0,15,23 нояб.,29143
Отдельный дом · 3 комнаты · 84 м² · 8 сот.,65000000,Алматы,,2020.0,3,84.0,8,23 нояб.,946
Часть дома · 2 комнаты · 32 м² · 6.7 сот.,26000000,Алматы,,,2,32.0,6.7,23 нояб.,23497
Отдельный дом · 4 комнаты · 120 м² · 10 сот.,60000000,Алматы,,2000.0,4,120.0,10,23 нояб.,5594
Отдельный дом · 3 комнаты · 100 м² · 7.5 сот.,49000000,Алматы,,1975.0,3,100.0,7.5,23 нояб.,3113
Часть дома · 3 комнаты · 63.3 м² · 6 сот.,37000000,Алматы,,1956.0,3,63.3,6,23 нояб.,965
Отдельный дом · 3 комнаты · 62 м² · 6 сот.,23000000,Алматы,,2019.0,3,62.0,6,23 нояб.,6798
Отдельный дом · 4 комнаты · 95 м² · 11 сот.,240000000,Алматы,,,4,95.0,11,23 нояб.,4076
Отдельный дом · 3 комнаты · 30 м² · 8 сот.,56000000,Алматы,,1990.0,3,30.0,8,23 нояб.,362
Отдельный дом · 6 комнат · 298 м² · 7.5 сот.,200000000,Алматы,,2020.0,6,298.0,7.5,23 нояб.,4887
Часть дома · 3 комнаты · 59 м² · 2.9 сот.,24500000,Алматы,,1980.0,3,59.0,2.9,23 нояб.,438
Отдельный дом · 4 комнаты · 150 м² · 13 сот.,22000000,Алматы,,1992.0,4,150.0,13,23 нояб.,4970
Отдельный дом · 7 комнат · 248 м² · 5.8 сот.,70000000,Алматы,,2016.0,7,248.0,5.8,23 нояб.,15239
Отдельный дом · 5 комнат · 120 м² · 5.5 сот.,87000000,Алматы,,1998.0,5,120.0,5.5,23 нояб.,945
Отдельный дом · 5 комнат · 236 м² · 7 сот.,110000000,Алматы,,2001.0,5,236.0,7,23 нояб.,1728
Часть дома · 3 комнаты · 62.4 м² · 3 сот.,27000000,Алматы,,,3,62.4,3,23 нояб.,3601
Часть дома · 3 комнаты · 78 м² · 1 сот.,20000000,Алматы,,1957.0,3,78.0,1,23 нояб.,892
Отдельный дом · 6 комнат · 240 м² · 9 сот.,130000000,Алматы,,2024.0,6,240.0,9,23 нояб.,284
Отдельный дом · 7 комнат · 428 м² · 10 сот.,150000000,Алматы,,2013.0,7,428.0,10,23 нояб.,4088
Отдельный дом · 6 комнат · 218.6 м² · 5.2 сот.,101000000,Алматы,,2021.0,6,218.6,5.2,23 нояб.,14
Отдельный дом · 11 комнат · 320 м² · 13 сот.,130000000,Алматы,,2007.0,11,320.0,13,23 нояб.,6586
Отдельный дом · 6 комнат · 217.1 м² · 11.64 сот.,99999990,Алматы,,1992.0,6,217.1,11.64,23 нояб.,14053
Часть дома · 5 комнат · 131 м² · 3 сот.,45000000,Алматы,,1961.0,5,131.0,3,23 нояб.,5652
Часть дома · 4 комнаты · 180 м² · 3.43 сот.,65000000,Алматы,,2008.0,4,180.0,3.43,23 нояб.,55
Отдельный дом · 5 комнат · 435 м² · 10 сот.,218000000,Алматы,,2016.0,5,435.0,10,23 нояб.,6601
Дача · 4 комнаты · 20 м² · 8.9 сот.,15000000,Алматы,,1980.0,4,20.0,8.9,23 нояб.,336
Часть дома · 2 комнаты · 35.1 м² · 4.99 сот.,50000000,Алматы,,,2,35.1,4.99,23 нояб.,3151
Отдельный дом · 4 комнаты · 50 м² · 6 сот.,16500000,Алматы,,2000.0,4,50.0,6,23 нояб.,6211
Отдельный дом · 9 комнат · 475 м² · 5 сот.,112000000,Алматы,,2010.0,9,475.0,5,23 нояб.,18666
Отдельный дом · 6 комнат · 252 м² · 6 сот.,90000000,Алматы,,2019.0,6,252.0,6,23 нояб.,10
Отдельный дом · 5 комнат · 175 м² · 5 сот.,105000000,Алматы,,2018.0,5,175.0,5,23 нояб.,2899
Дача · 60 м² · 9 сот.,10000000,Алматы,,,60,9.0,,23 нояб.,99999+
Отдельный дом · 5 комнат · 233 м² · 7 сот.,160000000,Алматы,,2012.0,5,233.0,7,23 нояб.,563
Отдельный дом · 4 комнаты · 282 м² · 7 сот.,439000000,Алматы,,2022.0,4,282.0,7,23 нояб.,654
Дача · 3 комнаты · 72 м² · 12 сот.,19900000,Алматы,,,3,72.0,12,23 нояб.,3778
Часть дома · 2 комнаты · 50 м² · 4.3 сот.,36250000,Алматы,,1980.0,2,50.0,4.3,23 нояб.,49
Отдельный дом · 4 комнаты · 84 м² · 5.5 сот.,53000000,Алматы,,1960.0,4,84.0,5.5,23 нояб.,4530
Отдельный дом · 1 комната · 42 м² · 6 сот.,9900000,Алматы,,2017.0,1,42.0,6,23 нояб.,3049
Отдельный дом · 7 комнат · 398 м² · 6 сот.,168000000,Алматы,,1995.0,7,398.0,6,23 нояб.,964
Дача · 2 комнаты · 40 м² · 3 сот.,13000000,Алматы,,,2,40.0,3,23 нояб.,3668
Отдельный дом · 3 комнаты · 61.4 м² · 3.02 сот.,22000000,Алматы,,,3,61.4,3.02,23 нояб.,14447
Отдельный дом · 4 комнаты · 132 м² · 8 сот.,50000000,Алматы,,2008.0,4,132.0,8,23 нояб.,2263
Отдельный дом · 7 комнат · 270 м² · 10.5 сот.,285000000,Алматы,,2024.0,7,270.0,10.5,23 нояб.,127
Отдельный дом · 4 комнаты · 216 м² · 6 сот.,103000000,Алматы,,2024.0,4,216.0,6,23 нояб.,2034
Отдельный дом · 5 комнат · 60 м² · 4 сот.,31000000,Алматы,,1998.0,5,60.0,4,23 нояб.,3063
Отдельный дом · 4 комнаты · 86 м² · 6 сот.,48000000,Алматы,,1963.0,4,86.0,6,23 нояб.,520
Отдельный дом · 4 комнаты · 88 м² · 1.2 сот.,28700000,Алматы,,2024.0,4,88.0,1.2,23 нояб.,24286
Отдельный дом · 9 комнат · 360 м² · 9 сот.,215000000,Алматы,,2020.0,9,360.0,9,23 нояб.,2685
Отдельный дом · 6 комнат · 420 м² · 21.5 сот.,200000000,Алматы,,2006.0,6,420.0,21.5,23 нояб.,1791
Отдельный дом · 3 комнаты · 80 м² · 7.5 сот.,28000000,Алматы,,2013.0,3,80.0,7.5,23 нояб.,712
Часть дома · 3 комнаты · 65 м² · 1.5 сот.,32000000,Алматы,,2011.0,3,65.0,1.5,23 нояб.,464
Отдельный дом · 4 комнаты · 90 м² · 5.5 сот.,50000000,Алматы,,2004.0,4,90.0,5.5,23 нояб.,7106
Часть дома · 2 комнаты · 36.9 м² · 2.9 сот.,28000000,Алматы,,,2,36.9,2.9,23 нояб.,1350
Отдельный дом · 3 комнаты · 43 м² · 6.5 сот.,35000000,Алматы,,1945.0,3,43.0,6.5,23 нояб.,2026
Отдельный дом · 4 комнаты · 126.9 м² · 4 сот.,45000000,Алматы,,2019.0,4,126.9,4,23 нояб.,2601
Отдельный дом · 7 комнат · 238 м² · 8 сот.,74000000,Алматы,,2022.0,7,238.0,8,23 нояб.,2492
Отдельный дом · 5 комнат · 294.6 м² · 9 сот.,60000000,Алматы,,2019.0,5,294.6,9,23 нояб.,24992
Отдельный дом · 7 комнат · 450 м² · 11 сот.,180000000,Алматы,,2007.0,7,450.0,11,23 нояб.,197
Отдельный дом · 3 комнаты · 61.4 м² · 6.5 сот.,28000000,Алматы,,2023.0,3,61.4,6.5,23 нояб.,4579
Часть дома · 4 комнаты · 120 м² · 8 сот.,50000000,Алматы,,2010.0,4,120.0,8,23 нояб.,1827
Отдельный дом · 7 комнат · 473.9 м² · 19 сот.,327000000,Алматы,,2022.0,7,473.9,19,23 нояб.,705
Отдельный дом · 4 комнаты · 87 м² · 6 сот.,45200000,Алматы,,2011.0,4,87.0,6,23 нояб.,1107
Отдельный дом · 10 комнат · 320 м² · 4 сот.,84000000,Алматы,,2023.0,10,320.0,4,23 нояб.,649
Часть дома · 4 комнаты · 100.7 м² · 4 сот.,48000000,Алматы,,1998.0,4,100.7,4,23 нояб.,356
Отдельный дом · 4 комнаты · 141.7 м² · 8 сот.,90000000,Алматы,,2006.0,4,141.7,8,23 нояб.,2919
Отдельный дом · 3 комнаты · 50 м² · 4.75 сот.,37000000,Алматы,,,3,50.0,4.75,23 нояб.,899
Отдельный дом · 3 комнаты · 45 м² · 4 сот.,11000000,Алматы,,2021.0,3,45.0,4,23 нояб.,681
Отдельный дом · 3 комнаты · 43.5 м² · 4 сот.,30000000,Алматы,,2005.0,3,43.5,4,23 нояб.,11516
Часть дома · 5 комнат · 160 м² · 5 сот.,30000000,Алматы,,2023.0,5,160.0,5,23 нояб.,3933
Отдельный дом · 4 комнаты · 137 м² · 2 сот.,40000000,Алматы,,2017.0,4,137.0,2,23 нояб.,1793
Отдельный дом · 3 комнаты · 120 м² · 16.1 сот.,77500000,Алматы,,1978.0,3,120.0,16.1,23 нояб.,3264
Отдельный дом · 3 комнаты · 67 м² · 6 сот.,70000000,Алматы,,1963.0,3,67.0,6,23 нояб.,1339
Отдельный дом · 6 комнат · 350 м² · 6.7 сот.,116000000,Алматы,,2018.0,6,350.0,6.7,23 нояб.,8099
Часть дома · 3 комнаты · 63 м² · 6.5 сот.,45000000,Алматы,,1964.0,3,63.0,6.5,23 нояб.,4861
Отдельный дом · 5 комнат · 175 м² · 10 сот.,97000000,Алматы,,2017.0,5,175.0,10,23 нояб.,1995
Часть дома · 5 комнат · 87.5 м² · 5.4 сот.,35000000,Алматы,,1954.0,5,87.5,5.4,23 нояб.,2882
Отдельный дом · 7 комнат · 290 м² · 10 сот.,100000000,Алматы,,2022.0,7,290.0,10,23 нояб.,1823
Отдельный дом · 5 комнат · 156 м² · 8 сот.,77000000,Алматы,,2005.0,5,156.0,8,23 нояб.,2441
Отдельный дом · 4 комнаты · 98 м² · 6.5 сот.,45000000,Алматы,,,4,98.0,6.5,23 нояб.,1051
Отдельный дом · 4 комнаты · 42 м² · 10 сот.,50800000,Алматы,,1978.0,4,42.0,10,23 нояб.,1358
Отдельный дом · 5 комнат · 196.2 м² · 9 сот.,95000000,Алматы,,2010.0,5,196.2,9,23 нояб.,224
Отдельный дом · 10 комнат · 300 м² · 9 сот.,43000000,Алматы,,,10,300.0,9,23 нояб.,988
Отдельный дом · 5 комнат · 140 м² · 8 сот.,75000000,Алматы,,2022.0,5,140.0,8,23 нояб.,20443
Отдельный дом · 6 комнат · 195 м² · 6 сот.,105000000,Алматы,,1970.0,6,195.0,6,23 нояб.,632
Часть дома · 4 комнаты · 69 м² · 4 сот.,25000000,Алматы,,1951.0,4,69.0,4,23 нояб.,2724
Отдельный дом · 3 комнаты · 55 м² · 2.9 сот.,35000000,Алматы,,,3,55.0,2.9,23 нояб.,1164
Часть дома · 4 комнаты · 43.96 м² · 63.4 сот.,32000000,Алматы,,,4,43.96,63.4,23 нояб.,863
Часть дома · 3 комнаты · 52 м² · 8 сот.,43000000,Алматы,,2010.0,3,52.0,8,23 нояб.,657
Часть дома · 4 комнаты · 74 м² · 1.5 сот.,25000000,Алматы,,,4,74.0,1.5,23 нояб.,3170
Отдельный дом · 4 комнаты · 80 м² · 10 сот.,59000000,Алматы,,2006.0,4,80.0,10,23 нояб.,352
Отдельный дом · 7 комнат · 205 м² · 6 сот.,90000000,Алматы,,2015.0,7,205.0,6,23 нояб.,1052
Отдельный дом · 4 комнаты · 275 м² · 5.59 сот.,59100000,Алматы,,2007.0,4,275.0,5.59,23 нояб.,14896
Часть дома · 4 комнаты · 105.2 м² · 3 сот.,33000000,Алматы,,,4,105.2,3,23 нояб.,402
Отдельный дом · 3 комнаты · 70 м² · 4 сот.,40000000,Алматы,,,3,70.0,4,23 нояб.,5346
Отдельный дом · 4 комнаты · 300 м² · 10 сот.,88000000,Алматы,,2006.0,4,300.0,10,23 нояб.,8617
Отдельный дом · 7 комнат · 194.7 м² · 6.17 сот.,120000000,Алматы,,2023.0,7,194.7,6.17,23 нояб.,329
Отдельный дом · 3 комнаты · 81 м² · 1 сот.,36000000,Алматы,,2019.0,3,81.0,1,23 нояб.,177
Часть дома · 3 комнаты · 51 м² · 3 сот.,35000000,Алматы,,1961.0,3,51.0,3,23 нояб.,2919
Отдельный дом · 4 комнаты · 130 м² · 7 сот.,37000000,Алматы,,2023.0,4,130.0,7,23 нояб.,13693
Отдельный дом · 3 комнаты · 110 м² · 4 сот.,35000000,Алматы,,,3,110.0,4,23 нояб.,497
Отдельный дом · 4 комнаты · 120 м² · 3 сот.,49000000,Алматы,,,4,120.0,3,23 нояб.,435
Отдельный дом · 3 комнаты · 76 м² · 3.5 сот.,49000000,Алматы,,1962.0,3,76.0,3.5,23 нояб.,294
Отдельный дом · 4 комнаты · 210 м² · 4 сот.,110000000,Алматы,,2018.0,4,210.0,4,23 нояб.,3692
Отдельный дом · 3 комнаты · 100 м² · 6.14 сот.,50700000,Алматы,,1999.0,3,100.0,6.14,23 нояб.,3344
Отдельный дом · 6 комнат · 163.6 м² · 8.1 сот.,15500000,Алматы,,2023.0,6,163.6,8.1,23 нояб.,24344
Отдельный дом · 6 комнат · 240 м² · 6 сот.,140000000,Алматы,,2020.0,6,240.0,6,23 нояб.,2173
Часть дома · 6 комнат · 114.5 м² · 9 сот.,90000000,Алматы,,,6,114.5,9,23 нояб.,230
Отдельный дом · 5 комнат · 316 м² · 8.64 сот.,92000000,Алматы,,1999.0,5,316.0,8.64,23 нояб.,11216
Отдельный дом · 10 комнат · 480 м² · 10 сот.,58000000,Алматы,,2023.0,10,480.0,10,23 нояб.,59
Часть дома · 4 комнаты · 70 м² · 3 сот.,38000000,Алматы,,,4,70.0,3,23 нояб.,1414
Отдельный дом · 7 комнат · 900 м² · 17 сот.,500000000,Алматы,,2023.0,7,900.0,17,23 нояб.,808
Дача · 3 комнаты · 56.4 м² · 7 сот.,35000000,Алматы,,2001.0,3,56.4,7,23 нояб.,4256
Отдельный дом · 4 комнаты · 57 м² · 5.5 сот.,60000000,Алматы,,1967.0,4,57.0,5.5,23 нояб.,545
Отдельный дом · 6 комнат · 250 м² · 5.17 сот.,165000000,Алматы,,2024.0,6,250.0,5.17,23 нояб.,3948
Отдельный дом · 6 комнат · 256 м² · 5.19 сот.,160000000,Алматы,,2024.0,6,256.0,5.19,23 нояб.,4107
Отдельный дом · 8 комнат · 506 м² · 11 сот.,330000000,Алматы,,2023.0,8,506.0,11,23 нояб.,627
Отдельный дом · 3 комнаты · 96 м² · 4 сот.,58200000,Алматы,,2012.0,3,96.0,4,23 нояб.,432
Отдельный дом · 6 комнат · 225 м² · 6 сот.,65000000,Алматы,,2018.0,6,225.0,6,23 нояб.,4074
Часть дома · 3 комнаты · 70 м² · 6.5 сот.,37000000,Алматы,,1962.0,3,70.0,6.5,23 нояб.,83
Отдельный дом · 3 комнаты · 70 м² · 5.71 сот.,85000000,Алматы,,,3,70.0,5.71,23 нояб.,346
Отдельный дом · 8 комнат · 220 м² · 6 сот.,150000000,Алматы,,2022.0,8,220.0,6,23 нояб.,59
Отдельный дом · 7 комнат · 255 м² · 8 сот.,150000000,Алматы,,2024.0,7,255.0,8,23 нояб.,1169
Отдельный дом · 6 комнат · 300 м² · 15 сот.,155000000,Алматы,,2007.0,6,300.0,15,23 нояб.,4767
Отдельный дом · 3 комнаты · 62.5 м² · 5.79 сот.,49000000,Алматы,,2004.0,3,62.5,5.79,23 нояб.,1235
Отдельный дом · 8 комнат · 250 м² · 6.1 сот.,80000000,Алматы,,1995.0,8,250.0,6.1,23 нояб.,10039
Отдельный дом · 4 комнаты · 260 м² · 10 сот.,183000000,Алматы,,2008.0,4,260.0,10,23 нояб.,796
Дача · 3 комнаты · 70 м² · 15 сот.,16000000,Алматы,,2000.0,3,70.0,15,23 нояб.,3794
Отдельный дом · 8 комнат · 643.4 м² · 10.47 сот.,165000000,Алматы,,2023.0,8,643.4,10.47,23 нояб.,1638
Отдельный дом · 5 комнат · 320 м² · 18 сот.,180000000,Алматы,,2017.0,5,320.0,18,23 нояб.,1086
Отдельный дом · 7 комнат · 472.7 м² · 10 сот.,470000000,Алматы,,,7,472.7,10,23 нояб.,10743
Часть дома · 2 комнаты · 60 м² · 3.7 сот.,24000000,Алматы,,,2,60.0,3.7,23 нояб.,3365
Отдельный дом · 3 комнаты · 75 м² · 4 сот.,38000000,Алматы,,2015.0,3,75.0,4,23 нояб.,399
Дача · 4 комнаты · 120 м² · 15 сот.,23000000,Алматы,,,4,120.0,15,23 нояб.,8289
Отдельный дом · 6 комнат · 248.6 м² · 6 сот.,75000000,Алматы,,2003.0,6,248.6,6,23 нояб.,4275
Отдельный дом · 5 комнат · 163 м² · 5 сот.,165000000,Алматы,,2024.0,5,163.0,5,23 нояб.,878
Отдельный дом · 4 комнаты · 175 м² · 5 сот.,70000000,Алматы,,2017.0,4,175.0,5,22 нояб.,3213
Отдельный дом · 4 комнаты · 180 м² · 3 сот.,110000000,Алматы,,2019.0,4,180.0,3,22 нояб.,213
Отдельный дом · 4 комнаты · 180 м² · 10 сот.,50000000,Алматы,,1984.0,4,180.0,10,22 нояб.,623
Часть дома · 5 комнат · 220 м² · 6 сот.,180000000,Алматы,,,5,220.0,6,22 нояб.,66
Отдельный дом · 5 комнат · 180 м² · 15.4 сот.,90000000,Алматы,,1976.0,5,180.0,15.4,22 нояб.,2855
Отдельный дом · 4 комнаты · 195 м² · 5.4 сот.,79500000,Алматы,,2012.0,4,195.0,5.4,22 нояб.,798
Часть дома · 2 комнаты · 39.7 м² · 3.3 сот.,18000000,Алматы,,1970.0,2,39.7,3.3,22 нояб.,2652
Отдельный дом · 10 комнат · 460 м² · 7 сот.,160000000,Алматы,,2020.0,10,460.0,7,22 нояб.,1825
Отдельный дом · 8 комнат · 1000 м² · 300 сот.,1800000000,Алматы,,,8,1000.0,300,22 нояб.,865
Отдельный дом · 6 комнат · 540 м² · 10 сот.,1030000000,Алматы,,2023.0,6,540.0,10,22 нояб.,813
Отдельный дом · 4 комнаты · 117 м² · 15 сот.,84990000,Алматы,,1979.0,4,117.0,15,22 нояб.,79
Отдельный дом · 4 комнаты · 178 м² · 9 сот.,220000000,Алматы,,2015.0,4,178.0,9,22 нояб.,424
Отдельный дом · 10 комнат · 600 м² · 20 сот.,335000000,Алматы,,2005.0,10,600.0,20,22 нояб.,687
Отдельный дом · 5 комнат · 280 м² · 9 сот.,225000000,Алматы,,2016.0,5,280.0,9,22 нояб.,1398
Отдельный дом · 5 комнат · 137 м² · 20 сот.,105000000,Алматы,,1968.0,5,137.0,20,22 нояб.,593
Отдельный дом · 6 комнат · 190 м² · 6 сот.,45000000,Алматы,,2021.0,6,190.0,6,22 нояб.,13779
Часть дома · 3 комнаты · 59 м² · 5 сот.,27000000,Алматы,,1969.0,3,59.0,5,22 нояб.,539
Отдельный дом · 5 комнат · 313 м² · 5.5 сот.,250000000,Алматы,,2006.0,5,313.0,5.5,22 нояб.,1331
Отдельный дом · 4 комнаты · 581.6 м² · 12 сот.,1152000000,Алматы,,2014.0,4,581.6,12,22 нояб.,97
Отдельный дом · 7 комнат · 178.9 м² · 6 сот.,100000000,Алматы,,2021.0,7,178.9,6,22 нояб.,347
Отдельный дом · 6 комнат · 600 м² · 12.4 сот.,990000000,Алматы,,2012.0,6,600.0,12.4,22 нояб.,814
Отдельный дом · 7 комнат · 242.9 м² · 15 сот.,55000000,Алматы,,2010.0,7,242.9,15,22 нояб.,1832
Отдельный дом · 10 комнат · 850 м² · 35 сот.,1580000000,Алматы,,2022.0,10,850.0,35,22 нояб.,1801
Отдельный дом · 7 комнат · 413 м² · 23 сот.,280000000,Алматы,,2008.0,7,413.0,23,22 нояб.,663
Отдельный дом · 8 комнат · 530 м² · 11 сот.,199000000,Алматы,,2009.0,8,530.0,11,22 нояб.,2037
Отдельный дом · 6 комнат · 450 м² · 8 сот.,200000000,Алматы,,2022.0,6,450.0,8,22 нояб.,9371
Отдельный дом · 4 комнаты · 500 м² · 125 сот.,2100000000,Алматы,,,4,500.0,125,22 нояб.,1902
Отдельный дом · 4 комнаты · 274.8 м² · 8 сот.,210000000,Алматы,,2014.0,4,274.8,8,22 нояб.,3970
Отдельный дом · 4 комнаты · 123.52 м² · 8.5 сот.,63000000,Алматы,,2020.0,4,123.52,8.5,22 нояб.,1231
Отдельный дом · 6 комнат · 370 м² · 6 сот.,350000000,Алматы,,2020.0,6,370.0,6,22 нояб.,2869
Отдельный дом · 5 комнат · 311 м² · 8 сот.,135000000,Алматы,,2004.0,5,311.0,8,22 нояб.,11369
Отдельный дом · 5 комнат · 176 м² · 9 сот.,80000000,Алматы,,1995.0,5,176.0,9,22 нояб.,1851
Отдельный дом · 7 комнат · 368 м² · 6 сот.,220000000,Алматы,,2020.0,7,368.0,6,22 нояб.,1748
Отдельный дом · 4 комнаты · 212 м² · 15 сот.,180000000,Алматы,,1998.0,4,212.0,15,22 нояб.,3279
Отдельный дом · 6 комнат · 615 м² · 30 сот.,1135000000,Алматы,,,6,615.0,30,22 нояб.,291
Часть дома · 7 комнат · 399 м² · 0.3 сот.,143200302,Алматы,,,7,399.0,0.3,22 нояб.,3726
Отдельный дом · 12 комнат · 671.2 м² · 6.29 сот.,580000000,Алматы,,2004.0,12,671.2,6.29,22 нояб.,106
Отдельный дом · 5 комнат · 110 м² · 5.5 сот.,55000000,Алматы,,1990.0,5,110.0,5.5,22 нояб.,188
Отдельный дом · 7 комнат · 313 м² · 5.5 сот.,250000000,Алматы,,2006.0,7,313.0,5.5,22 нояб.,2132
Отдельный дом · 6 комнат · 240 м² · 9.5 сот.,160000000,Алматы,,2008.0,6,240.0,9.5,22 нояб.,520
Отдельный дом · 3 комнаты · 72 м² · 5.28 сот.,55000000,Алматы,,2015.0,3,72.0,5.28,22 нояб.,2143
Отдельный дом · 4 комнаты · 115 м² · 4.7 сот.,70000000,Алматы,,,4,115.0,4.7,22 нояб.,29
Отдельный дом · 4 комнаты · 64 м² · 6.5 сот.,23000000,Алматы,,1994.0,4,64.0,6.5,22 нояб.,18309
Отдельный дом · 5 комнат · 101 м² · 7 сот.,30000000,Алматы,,,5,101.0,7,22 нояб.,903
Отдельный дом · 8 комнат · 430 м² · 10 сот.,425000000,Алматы,,2022.0,8,430.0,10,22 нояб.,824
Отдельный дом · 8 комнат · 542 м² · 10 сот.,700000000,Алматы,,2009.0,8,542.0,10,22 нояб.,585
Отдельный дом · 5 комнат · 130 м² · 11 сот.,60000000,Алматы,,,5,130.0,11,22 нояб.,1926
Отдельный дом · 4 комнаты · 50.5 м² · 5 сот.,44500000,Алматы,,1960.0,4,50.5,5,22 нояб.,2345
Отдельный дом · 4 комнаты · 75.7 м² · 6.5 сот.,75000000,Алматы,,1976.0,4,75.7,6.5,22 нояб.,715
Часть дома · 2 комнаты · 44.6 м² · 2280 сот.,27000000,Алматы,,1972.0,2,44.6,2280,22 нояб.,127
Отдельный дом · 5 комнат · 230 м² · 3.85 сот.,93000000,Алматы,,2009.0,5,230.0,3.85,22 нояб.,549
Отдельный дом · 2 комнаты · 50 м² · 2 сот.,27000000,Алматы,,,2,50.0,2,22 нояб.,3045
Отдельный дом · 6 комнат · 87 м² · 8 сот.,77000000,Алматы,,2004.0,6,87.0,8,22 нояб.,40
Часть дома · 4 комнаты · 155 м² · 4 сот.,79000000,Алматы,,2021.0,4,155.0,4,22 нояб.,6113
Отдельный дом · 5 комнат · 420 м² · 20 сот.,450000000,Алматы,,1992.0,5,420.0,20,22 нояб.,364
Дача · 1 комната · 30 м² · 8 сот.,7000000,Алматы,,,1,30.0,8,22 нояб.,4188
Отдельный дом · 8 комнат · 370 м² · 14 сот.,320000000,Алматы,,2014.0,8,370.0,14,22 нояб.,4100
Отдельный дом · 6 комнат · 283 м² · 6 сот.,99999999,Алматы,,2007.0,6,283.0,6,22 нояб.,828
Отдельный дом · 4 комнаты · 56 м² · 12 сот.,37500000,Алматы,,,4,56.0,12,22 нояб.,601
Отдельный дом · 4 комнаты · 177 м² · 4 сот.,90000000,Алматы,,2007.0,4,177.0,4,22 нояб.,8940
Отдельный дом · 5 комнат · 240 м² · 12 сот.,205000000,Алматы,,2022.0,5,240.0,12,22 нояб.,2082
Отдельный дом · 4 комнаты · 100 м² · 9 сот.,65000000,Алматы,,2008.0,4,100.0,9,22 нояб.,35
Отдельный дом · 8 комнат · 270 м² · 6 сот.,77777000,Алматы,,2016.0,8,270.0,6,22 нояб.,1368
